-0.0091152,0.69161,0.088342,-0.016,0.50381,0.10231,-0.17392,0.42911,0.050151,0.15296,0.45462,0.045,-0.29982,0.66088,-0.057349,0.27436,0.64119,-0.09297,-0.19316,0.90934,-0.14891,0.1893,0.86349,-0.17725,-0.00082285,0.12878,0.065727,0,0.070168,0,-0.079295,-0.0014258,-0.021471,0.084606,0.0021376,-0.014887,-0.038836,-0.54097,-0.11467,0.088503,-0.5486,-0.11769,-0.038862,-0.97792,0.003609,0.053758,-0.97095,0.004297
-0.00097597,0.68036,0.086789,-0.008915,0.49182,0.098368,-0.19063,0.47935,0.020203,0.16171,0.44402,0.044077,-0.29272,0.68415,-0.1036,0.24948,0.64235,-0.1045,-0.11834,0.86373,-0.13446,0.087769,0.86743,-0.18509,-0.0049747,0.14855,0.063772,0,0.1091,0,-0.077721,0.027008,-0.017001,0.083384,0.029633,-0.029555,-0.034531,-0.54054,-0.12433,0.098392,-0.5485,-0.12505,-0.032018,-0.97683,-0.001699,0.060809,-0.97066,-0.000251
-0.011572,0.67646,0.08411,-0.0072676,0.48472,0.083957,-0.1364,0.39657,0.05265,0.16405,0.43809,0.032415,-0.26032,0.65065,-0.092401,0.2097,0.65064,-0.11515,-0.11875,0.85359,-0.12096,0.06468,0.87353,-0.19009,0.0050593,0.14154,0.061608,0,0.085446,0,-0.07359,0.018137,-0.015362,0.076023,0.016215,-0.022804,-0.034982,-0.54186,-0.12999,0.084661,-0.55208,-0.13509,-0.031337,-0.97662,-0.005658,0.060703,-0.97249,-0.000442
-0.018733,0.67982,0.084668,-0.0077908,0.48889,0.087191,-0.15559,0.42881,0.063078,0.15133,0.43857,0.071971,-0.26729,0.65351,-0.089018,0.22061,0.65877,-0.11083,-0.18836,0.875,-0.18178,0.058023,0.89509,-0.19467,-0.0016139,0.13886,0.062434,0,0.082617,0,-0.07341,0.013219,-0.013164,0.07598,0.015041,-0.023331,-0.034221,-0.54483,-0.12758,0.08644,-0.54625,-0.13002,-0.031027,-0.97598,-0.00697,0.059233,-0.96943,0.00635
-0.031146,0.72819,0.075423,-0.021943,0.53832,0.09318,-0.18118,0.4809,0.071994,0.1466,0.466,0.055168,-0.32392,0.65789,-0.05494,0.25569,0.70361,-0.11281,-0.25252,0.8709,-0.17394,0.11606,0.91705,-0.21738,-0.00064257,0.1488,0.063654,0,0.090002,0,-0.073326,0.017215,-0.014168,0.081192,0.023845,-0.021099,-0.04014,-0.54029,-0.098099,0.075516,-0.54416,-0.10332,-0.039976,-0.97579,-0.007257,0.050446,-0.95653,0.026753
-0.026694,0.77404,0.065976,-0.014703,0.59425,0.10156,-0.20145,0.53274,0.06807,0.14843,0.52823,0.028231,-0.38682,0.69046,-0.053567,0.29984,0.72607,-0.10766,-0.3523,0.90762,-0.18212,0.22012,0.93496,-0.23266,0.003291,0.20531,0.065878,0,0.14333,0,-0.072583,0.055364,-0.012216,0.078017,0.071936,-0.027349,-0.060775,-0.56566,-0.046815,0.081853,-0.54446,-0.056763,-0.089999,-0.97137,-0.019706,0.076077,-0.96313,-0.0237
-0.029459,0.83378,0.083227,-0.030796,0.64107,0.079789,-0.20303,0.55037,0.064494,0.15135,0.57442,0.035943,-0.40332,0.70086,-0.043313,0.35937,0.75337,-0.1117,-0.45785,0.91022,-0.19887,0.31399,0.99388,-0.24038,-0.00016422,0.26139,0.062867,0,0.19847,0,-0.071415,0.11616,-0.008021,0.08234,0.12378,-0.025443,-0.10353,-0.52844,-0.027111,0.099703,-0.53356,-0.037543,-0.094894,-0.9156,-0.033942,0.086153,-0.93633,-0.027133
-0.025465,0.86772,0.078478,-0.014167,0.67232,0.069428,-0.1959,0.60759,0.060745,0.16065,0.5926,0.036257,-0.42988,0.66938,-0.020291,0.4313,0.73963,-0.087695,-0.57757,0.9066,-0.21964,0.4582,0.9701,-0.23445,0.00062886,0.28322,0.061721,0,0.21835,0,-0.071679,0.13665,-0.007337,0.076096,0.14343,-0.02232,-0.10436,-0.51248,-0.019265,0.1183,-0.513,-0.035848,-0.10986,-0.90254,-0.040888,0.113,-0.93173,-0.034851
-0.027419,0.88029,0.066562,-0.013783,0.6544,0.055989,-0.19765,0.61201,0.054852,0.17036,0.6165,0.033698,-0.48295,0.66424,-0.018654,0.47815,0.70024,-0.069309,-0.66078,0.7769,-0.16371,0.6014,0.91956,-0.20963,0.0015892,0.29613,0.058824,0,0.24154,0,-0.071665,0.14958,-0.006999,0.078285,0.16177,-0.022986,-0.11317,-0.50281,-0.014109,0.14148,-0.46158,-0.033323,-0.15107,-0.89789,-0.03558,0.15454,-0.87498,-0.047794
-0.024648,0.89763,0.060946,-0.011932,0.65434,0.054029,-0.19763,0.62319,0.052169,0.17032,0.6209,0.030176,-0.44871,0.59901,0.017705,0.48811,0.67857,-0.064727,-0.67307,0.66969,-0.11593,0.68419,0.78951,-0.18221,0.001552,0.30686,0.058659,0,0.25089,0,-0.071853,0.16488,-0.006202,0.076043,0.17392,-0.021205,-0.13383,-0.49013,-0.013283,0.1459,-0.45363,-0.030342,-0.19856,-0.883,-0.032546,0.16899,-0.87928,-0.041566
-0.024672,0.90012,0.058335,-0.0098689,0.65441,0.053619,-0.19742,0.62438,0.052561,0.17102,0.62266,0.02947,-0.52399,0.56185,0.003996,0.50233,0.59108,-0.040073,-0.75227,0.58072,-0.10521,0.72867,0.66721,-0.12096,0.0019289,0.31115,0.058706,0,0.25509,0,-0.072137,0.16873,-0.005075,0.075805,0.17738,-0.022612,-0.15409,-0.4819,-0.006497,0.15667,-0.44954,-0.029351,-0.24175,-0.89099,-0.009681,0.20702,-0.8887,-0.015971
-0.029209,0.89459,0.052452,-0.0098773,0.70047,0.066743,-0.2001,0.61995,0.054545,0.16857,0.62044,0.029274,-0.43774,0.49981,0.040845,0.48667,0.51783,-0.02698,-0.68398,0.40719,-0.025611,0.7281,0.54177,-0.092457,0.0016745,0.31407,0.059451,0,0.2556,0,-0.0727,0.16957,-0.003939,0.075565,0.17772,-0.023804,-0.16797,-0.44988,-0.008291,0.17256,-0.45358,-0.021768,-0.27139,-0.88835,-0.004897,0.23671,-0.87678,0.005994
-0.031447,0.87696,0.051436,-0.0086375,0.69017,0.067836,-0.20609,0.60754,0.064693,0.16486,0.60063,0.033717,-0.45137,0.41117,0.067577,0.44862,0.43723,-0.009066,-0.67359,0.26856,0.010827,0.68659,0.37732,-0.059492,0.0033595,0.31221,0.059928,0,0.25218,0,-0.07355,0.16567,-0.00488,0.07522,0.17317,-0.024484,-0.18766,-0.47735,-0.003747,0.18719,-0.45831,-0.022066,-0.31443,-0.90426,0.01806,0.28322,-0.87989,0.032585
-0.033642,0.8288,0.040292,-0.015479,0.63499,0.069887,-0.22431,0.56048,0.083844,0.17194,0.55791,0.042589,-0.42551,0.30606,0.08471,0.39949,0.35933,0.034254,-0.60714,0.13975,0.040275,0.60711,0.23933,-0.043845,0.0034693,0.28855,0.060685,0,0.23072,0,-0.078793,0.13623,-0.009506,0.081158,0.14565,-0.023819,-0.19844,-0.4871,-0.009988,0.21579,-0.49866,-0.032006,-0.3284,-0.89784,0.039607,0.31143,-0.92383,0.065779
-0.021126,0.78126,0.044232,-0.011715,0.59321,0.060241,-0.21468,0.5001,0.09152,0.18365,0.52853,0.047971,-0.36754,0.21286,0.10539,0.38128,0.2605,0.063078,-0.47869,-0.0076765,0.065626,0.56429,0.075999,0.018182,0.004374,0.24012,0.05965,0,0.18125,0,-0.07997,0.089304,-0.007335,0.085394,0.096333,-0.024733,-0.19755,-0.50322,-0.015951,0.23232,-0.50579,-0.032787,-0.3326,-0.91191,0.052478,0.33127,-0.92641,0.06988
-0.01177,0.72116,0.031474,-0.011684,0.53795,0.06203,-0.19957,0.43797,0.074326,0.18639,0.44433,0.049262,-0.30164,0.14893,0.09885,0.32845,0.14494,0.076289,-0.35816,-0.092776,0.092637,0.51467,-0.099435,0.041349,0.0016476,0.17713,0.060311,0,0.11639,0,-0.077606,0.028421,-0.009692,0.082353,0.033062,-0.021433,-0.21585,-0.54062,-0.034468,0.23282,-0.51661,-0.047828,-0.35321,-0.91319,0.062835,0.35451,-0.92602,0.078371
-0.0096577,0.65739,0.014933,-0.01671,0.47216,0.04021,-0.18086,0.38616,0.037869,0.1792,0.40134,0.026257,-0.26754,0.063823,0.050091,0.28091,0.089127,0.070188,-0.2607,-0.18808,0.074454,0.39903,-0.19687,0.060191,-0.00077706,0.10753,0.057188,0,0.042692,0,-0.073727,-0.042958,-0.000725,0.08002,-0.033382,-0.019902,-0.20608,-0.54193,-0.052492,0.23908,-0.52919,-0.06987,-0.34788,-0.91823,0.066712,0.36966,-0.92458,0.079948
-0.024067,0.6157,0.02348,-0.012765,0.40545,0.024984,-0.19667,0.31675,0.037635,0.16272,0.32733,0.021432,-0.24018,0.072833,0.028117,0.23908,0.034744,0.068358,-0.23666,-0.1752,0.072781,0.29773,-0.20666,0.05994,0.00036647,0.045637,0.053398,0,-0.020599,0,-0.074599,-0.10394,-0.00404,0.079428,-0.098429,-0.010921,-0.22444,-0.56482,-0.053498,0.23068,-0.55826,-0.067387,-0.3596,-0.91844,0.072373,0.35749,-0.92419,0.084162
-0.033342,0.60438,0.01678,-0.018781,0.40167,0.01709,-0.20753,0.29707,0.030559,0.15598,0.30856,0.011765,-0.24014,0.0035146,0.019287,0.23182,0.014377,0.058309,-0.2607,-0.2333,0.077284,0.2812,-0.22896,0.054636,-0.0010769,0.031269,0.049307,0,-0.039989,0,-0.068908,-0.13138,-0.000807,0.078208,-0.11606,-0.009189,-0.23535,-0.58407,-0.069764,0.22706,-0.57491,-0.077584,-0.36319,-0.91898,0.067018,0.34968,-0.92494,0.078705
